site,county,pm25,datacreationdate,itemunit
新店,新北市,21,"2026-03-23 05:00",μg/m3
汐止,新北市,16,"2026-03-23 05:00",μg/m3
基隆,基隆市,15,"2026-03-23 05:00",μg/m3
小港,高雄市,30,"2026-03-23 04:00",μg/m3
古亭,臺北市,17,"2026-03-23 04:00",μg/m3
萬華,臺北市,18,"2026-03-23 04:00",μg/m3
中山,臺北市,20,"2026-03-23 04:00",μg/m3
士林,臺北市,20,"2026-03-23 04:00",μg/m3
淡水,新北市,18,"2026-03-23 04:00",μg/m3
林口,新北市,13,"2026-03-23 04:00",μg/m3
菜寮,新北市,26,"2026-03-23 04:00",μg/m3
新莊,新北市,31,"2026-03-23 04:00",μg/m3
板橋,新北市,34,"2026-03-23 04:00",μg/m3
土城,新北市,36,"2026-03-23 04:00",μg/m3
新店,新北市,22,"2026-03-23 04:00",μg/m3
汐止,新北市,17,"2026-03-23 04:00",μg/m3
基隆,基隆市,10,"2026-03-23 04:00",μg/m3
林森,臺南市,39,"2026-03-23 04:00",μg/m3
員林,彰化縣,37,"2026-03-23 04:00",μg/m3
松山,臺北市,20,"2026-03-23 04:00",μg/m3
大同,臺北市,21,"2026-03-23 04:00",μg/m3
桃園,桃園市,51,"2026-03-23 04:00",μg/m3
大園,桃園市,40,"2026-03-23 04:00",μg/m3
觀音,桃園市,43,"2026-03-23 04:00",μg/m3
平鎮,桃園市,42,"2026-03-23 04:00",μg/m3
龍潭,桃園市,23,"2026-03-23 04:00",μg/m3
湖口,新竹縣,26,"2026-03-23 04:00",μg/m3
竹東,新竹縣,38,"2026-03-23 04:00",μg/m3
新竹,新竹市,50,"2026-03-23 04:00",μg/m3
頭份,苗栗縣,45,"2026-03-23 04:00",μg/m3
臺南,臺南市,39,"2026-03-23 04:00",μg/m3
苗栗,苗栗縣,36,"2026-03-23 04:00",μg/m3
三義,苗栗縣,20,"2026-03-23 04:00",μg/m3
豐原,臺中市,22,"2026-03-23 04:00",μg/m3
沙鹿,臺中市,29,"2026-03-23 04:00",μg/m3
大里,臺中市,30,"2026-03-23 04:00",μg/m3
忠明,臺中市,32,"2026-03-23 04:00",μg/m3
西屯,臺中市,39,"2026-03-23 04:00",μg/m3
彰化,彰化縣,34,"2026-03-23 04:00",μg/m3
線西,彰化縣,33,"2026-03-23 04:00",μg/m3
二林,彰化縣,30,"2026-03-23 04:00",μg/m3
南投,南投縣,24,"2026-03-23 04:00",μg/m3
斗六,雲林縣,42,"2026-03-23 04:00",μg/m3
崙背,雲林縣,44,"2026-03-23 04:00",μg/m3
新港,嘉義縣,39,"2026-03-23 04:00",μg/m3
朴子,嘉義縣,35,"2026-03-23 04:00",μg/m3
臺西,雲林縣,55,"2026-03-23 04:00",μg/m3
嘉義,嘉義市,42,"2026-03-23 04:00",μg/m3
新營,臺南市,32,"2026-03-23 04:00",μg/m3
臺灣大道,臺中市,36,"2026-03-23 04:00",μg/m3
前金,高雄市,24,"2026-03-23 04:00",μg/m3
左營,高雄市,29,"2026-03-23 04:00",μg/m3
楠梓,高雄市,25,"2026-03-23 04:00",μg/m3
林園,高雄市,22,"2026-03-23 04:00",μg/m3
大寮,高雄市,21,"2026-03-23 04:00",μg/m3
鳳山,高雄市,25,"2026-03-23 04:00",μg/m3
仁武,高雄市,28,"2026-03-23 04:00",μg/m3
橋頭,高雄市,30,"2026-03-23 04:00",μg/m3
美濃,高雄市,14,"2026-03-23 04:00",μg/m3
安南,臺南市,37,"2026-03-23 04:00",μg/m3
大城,彰化縣,60,"2026-03-23 04:00",μg/m3
富貴角,新北市,19,"2026-03-23 04:00",μg/m3
前鎮,高雄市,22,"2026-03-23 04:00",μg/m3
麥寮,雲林縣,46,"2026-03-23 04:00",μg/m3
關山,臺東縣,4,"2026-03-23 04:00",μg/m3
馬公,澎湖縣,17,"2026-03-23 04:00",μg/m3
金門,金門縣,26,"2026-03-23 04:00",μg/m3
馬祖,連江縣,12,"2026-03-23 04:00",μg/m3
埔里,南投縣,26,"2026-03-23 04:00",μg/m3
復興,高雄市,27,"2026-03-23 04:00",μg/m3
永和,新北市,18,"2026-03-23 04:00",μg/m3
竹山,南投縣,32,"2026-03-23 04:00",μg/m3
中壢,桃園市,48,"2026-03-23 04:00",μg/m3
三重,新北市,25,"2026-03-23 04:00",μg/m3
冬山,宜蘭縣,11,"2026-03-23 04:00",μg/m3
宜蘭,宜蘭縣,9,"2026-03-23 04:00",μg/m3
陽明,臺北市,19,"2026-03-23 04:00",μg/m3
善化,臺南市,34,"2026-03-23 04:00",μg/m3
花蓮,花蓮縣,4,"2026-03-23 04:00",μg/m3
臺東,臺東縣,9,"2026-03-23 04:00",μg/m3
恆春,屏東縣,6,"2026-03-23 04:00",μg/m3
潮州,屏東縣,15,"2026-03-23 04:00",μg/m3
屏東,屏東縣,24,"2026-03-23 04:00",μg/m3
新竹,新竹市,44,"2026-03-23 03:00",μg/m3
湖口,新竹縣,38,"2026-03-23 03:00",μg/m3
龍潭,桃園市,21,"2026-03-23 03:00",μg/m3
平鎮,桃園市,46,"2026-03-23 03:00",μg/m3
觀音,桃園市,45,"2026-03-23 03:00",μg/m3
大園,桃園市,50,"2026-03-23 03:00",μg/m3
桃園,桃園市,41,"2026-03-23 03:00",μg/m3
大同,臺北市,17,"2026-03-23 03:00",μg/m3
松山,臺北市,14,"2026-03-23 03:00",μg/m3
古亭,臺北市,14,"2026-03-23 03:00",μg/m3
萬華,臺北市,22,"2026-03-23 03:00",μg/m3
中山,臺北市,17,"2026-03-23 03:00",μg/m3
士林,臺北市,20,"2026-03-23 03:00",μg/m3
淡水,新北市,19,"2026-03-23 03:00",μg/m3
林口,新北市,11,"2026-03-23 03:00",μg/m3
菜寮,新北市,19,"2026-03-23 03:00",μg/m3
新莊,新北市,24,"2026-03-23 03:00",μg/m3
板橋,新北市,23,"2026-03-23 03:00",μg/m3
土城,新北市,23,"2026-03-23 03:00",μg/m3
新店,新北市,19,"2026-03-23 03:00",μg/m3
汐止,新北市,15,"2026-03-23 03:00",μg/m3
基隆,基隆市,4,"2026-03-23 03:00",μg/m3
富貴角,新北市,20,"2026-03-23 03:00",μg/m3
麥寮,雲林縣,46,"2026-03-23 03:00",μg/m3
關山,臺東縣,6,"2026-03-23 03:00",μg/m3
馬公,澎湖縣,12,"2026-03-23 03:00",μg/m3
金門,金門縣,25,"2026-03-23 03:00",μg/m3
馬祖,連江縣,9,"2026-03-23 03:00",μg/m3
埔里,南投縣,25,"2026-03-23 03:00",μg/m3
復興,高雄市,29,"2026-03-23 03:00",μg/m3
永和,新北市,19,"2026-03-23 03:00",μg/m3
竹山,南投縣,27,"2026-03-23 03:00",μg/m3
中壢,桃園市,47,"2026-03-23 03:00",μg/m3
三重,新北市,21,"2026-03-23 03:00",μg/m3
冬山,宜蘭縣,9,"2026-03-23 03:00",μg/m3
宜蘭,宜蘭縣,9,"2026-03-23 03:00",μg/m3
陽明,臺北市,16,"2026-03-23 03:00",μg/m3
花蓮,花蓮縣,6,"2026-03-23 03:00",μg/m3
臺東,臺東縣,5,"2026-03-23 03:00",μg/m3
恆春,屏東縣,7,"2026-03-23 03:00",μg/m3
潮州,屏東縣,16,"2026-03-23 03:00",μg/m3
屏東,屏東縣,25,"2026-03-23 03:00",μg/m3
小港,高雄市,29,"2026-03-23 03:00",μg/m3
前鎮,高雄市,25,"2026-03-23 03:00",μg/m3
前金,高雄市,29,"2026-03-23 03:00",μg/m3
左營,高雄市,30,"2026-03-23 03:00",μg/m3
楠梓,高雄市,26,"2026-03-23 03:00",μg/m3
林森,臺南市,44,"2026-03-23 03:00",μg/m3
員林,彰化縣,32,"2026-03-23 03:00",μg/m3
臺灣大道,臺中市,35,"2026-03-23 03:00",μg/m3
大城,彰化縣,60,"2026-03-23 03:00",μg/m3
林園,高雄市,26,"2026-03-23 03:00",μg/m3
大寮,高雄市,26,"2026-03-23 03:00",μg/m3
鳳山,高雄市,34,"2026-03-23 03:00",μg/m3
仁武,高雄市,37,"2026-03-23 03:00",μg/m3
橋頭,高雄市,27,"2026-03-23 03:00",μg/m3
美濃,高雄市,15,"2026-03-23 03:00",μg/m3
臺南,臺南市,33,"2026-03-23 03:00",μg/m3
安南,臺南市,42,"2026-03-23 03:00",μg/m3
善化,臺南市,33,"2026-03-23 03:00",μg/m3
新營,臺南市,31,"2026-03-23 03:00",μg/m3
嘉義,嘉義市,36,"2026-03-23 03:00",μg/m3
臺西,雲林縣,41,"2026-03-23 03:00",μg/m3
朴子,嘉義縣,31,"2026-03-23 03:00",μg/m3
新港,嘉義縣,32,"2026-03-23 03:00",μg/m3
崙背,雲林縣,44,"2026-03-23 03:00",μg/m3
斗六,雲林縣,42,"2026-03-23 03:00",μg/m3
南投,南投縣,25,"2026-03-23 03:00",μg/m3
二林,彰化縣,37,"2026-03-23 03:00",μg/m3
線西,彰化縣,29,"2026-03-23 03:00",μg/m3
彰化,彰化縣,28,"2026-03-23 03:00",μg/m3
西屯,臺中市,32,"2026-03-23 03:00",μg/m3
忠明,臺中市,32,"2026-03-23 03:00",μg/m3
大里,臺中市,30,"2026-03-23 03:00",μg/m3
沙鹿,臺中市,32,"2026-03-23 03:00",μg/m3
豐原,臺中市,30,"2026-03-23 03:00",μg/m3
三義,苗栗縣,23,"2026-03-23 03:00",μg/m3
苗栗,苗栗縣,36,"2026-03-23 03:00",μg/m3
頭份,苗栗縣,39,"2026-03-23 03:00",μg/m3
竹東,新竹縣,37,"2026-03-23 03:00",μg/m3
大城,彰化縣,52,"2026-03-23 02:00",μg/m3
馬祖,連江縣,19,"2026-03-23 02:00",μg/m3
金門,金門縣,25,"2026-03-23 02:00",μg/m3
馬公,澎湖縣,11,"2026-03-23 02:00",μg/m3
關山,臺東縣,7,"2026-03-23 02:00",μg/m3
麥寮,雲林縣,43,"2026-03-23 02:00",μg/m3
富貴角,新北市,12,"2026-03-23 02:00",μg/m3
臺灣大道,臺中市,37,"2026-03-23 02:00",μg/m3
員林,彰化縣,30,"2026-03-23 02:00",μg/m3
林森,臺南市,39,"2026-03-23 02:00",μg/m3
基隆,基隆市,15,"2026-03-23 02:00",μg/m3
汐止,新北市,16,"2026-03-23 02:00",μg/m3
新店,新北市,17,"2026-03-23 02:00",μg/m3
土城,新北市,17,"2026-03-23 02:00",μg/m3
板橋,新北市,19,"2026-03-23 02:00",μg/m3
新莊,新北市,22,"2026-03-23 02:00",μg/m3
菜寮,新北市,18,"2026-03-23 02:00",μg/m3
林口,新北市,16,"2026-03-23 02:00",μg/m3
淡水,新北市,21,"2026-03-23 02:00",μg/m3
士林,臺北市,16,"2026-03-23 02:00",μg/m3
中山,臺北市,20,"2026-03-23 02:00",μg/m3
萬華,臺北市,21,"2026-03-23 02:00",μg/m3
古亭,臺北市,11,"2026-03-23 02:00",μg/m3
松山,臺北市,13,"2026-03-23 02:00",μg/m3
大同,臺北市,19,"2026-03-23 02:00",μg/m3
桃園,桃園市,37,"2026-03-23 02:00",μg/m3
大園,桃園市,40,"2026-03-23 02:00",μg/m3
觀音,桃園市,38,"2026-03-23 02:00",μg/m3
平鎮,桃園市,43,"2026-03-23 02:00",μg/m3
龍潭,桃園市,18,"2026-03-23 02:00",μg/m3
湖口,新竹縣,34,"2026-03-23 02:00",μg/m3
竹東,新竹縣,43,"2026-03-23 02:00",μg/m3
新竹,新竹市,49,"2026-03-23 02:00",μg/m3
頭份,苗栗縣,52,"2026-03-23 02:00",μg/m3
苗栗,苗栗縣,40,"2026-03-23 02:00",μg/m3
三義,苗栗縣,16,"2026-03-23 02:00",μg/m3
豐原,臺中市,29,"2026-03-23 02:00",μg/m3
沙鹿,臺中市,33,"2026-03-23 02:00",μg/m3
大里,臺中市,28,"2026-03-23 02:00",μg/m3
忠明,臺中市,31,"2026-03-23 02:00",μg/m3
西屯,臺中市,29,"2026-03-23 02:00",μg/m3
彰化,彰化縣,33,"2026-03-23 02:00",μg/m3
線西,彰化縣,33,"2026-03-23 02:00",μg/m3
二林,彰化縣,31,"2026-03-23 02:00",μg/m3
南投,南投縣,28,"2026-03-23 02:00",μg/m3
斗六,雲林縣,40,"2026-03-23 02:00",μg/m3
崙背,雲林縣,46,"2026-03-23 02:00",μg/m3
新港,嘉義縣,33,"2026-03-23 02:00",μg/m3
朴子,嘉義縣,33,"2026-03-23 02:00",μg/m3
臺西,雲林縣,35,"2026-03-23 02:00",μg/m3
嘉義,嘉義市,42,"2026-03-23 02:00",μg/m3
新營,臺南市,24,"2026-03-23 02:00",μg/m3
善化,臺南市,33,"2026-03-23 02:00",μg/m3
安南,臺南市,38,"2026-03-23 02:00",μg/m3
臺南,臺南市,38,"2026-03-23 02:00",μg/m3
美濃,高雄市,11,"2026-03-23 02:00",μg/m3
橋頭,高雄市,29,"2026-03-23 02:00",μg/m3
仁武,高雄市,30,"2026-03-23 02:00",μg/m3
鳳山,高雄市,29,"2026-03-23 02:00",μg/m3
大寮,高雄市,32,"2026-03-23 02:00",μg/m3
林園,高雄市,24,"2026-03-23 02:00",μg/m3
楠梓,高雄市,30,"2026-03-23 02:00",μg/m3
左營,高雄市,29,"2026-03-23 02:00",μg/m3
前金,高雄市,28,"2026-03-23 02:00",μg/m3
前鎮,高雄市,24,"2026-03-23 02:00",μg/m3
小港,高雄市,29,"2026-03-23 02:00",μg/m3
屏東,屏東縣,22,"2026-03-23 02:00",μg/m3
潮州,屏東縣,12,"2026-03-23 02:00",μg/m3
恆春,屏東縣,8,"2026-03-23 02:00",μg/m3
臺東,臺東縣,5,"2026-03-23 02:00",μg/m3
花蓮,花蓮縣,5,"2026-03-23 02:00",μg/m3
陽明,臺北市,18,"2026-03-23 02:00",μg/m3
宜蘭,宜蘭縣,10,"2026-03-23 02:00",μg/m3
冬山,宜蘭縣,13,"2026-03-23 02:00",μg/m3
三重,新北市,20,"2026-03-23 02:00",μg/m3
中壢,桃園市,43,"2026-03-23 02:00",μg/m3
竹山,南投縣,34,"2026-03-23 02:00",μg/m3
永和,新北市,21,"2026-03-23 02:00",μg/m3
復興,高雄市,24,"2026-03-23 02:00",μg/m3
埔里,南投縣,25,"2026-03-23 02:00",μg/m3
花蓮,花蓮縣,2,"2026-03-23 01:00",μg/m3
桃園,桃園市,44,"2026-03-23 01:00",μg/m3
大園,桃園市,34,"2026-03-23 01:00",μg/m3
觀音,桃園市,34,"2026-03-23 01:00",μg/m3
平鎮,桃園市,38,"2026-03-23 01:00",μg/m3
龍潭,桃園市,22,"2026-03-23 01:00",μg/m3
湖口,新竹縣,35,"2026-03-23 01:00",μg/m3
竹東,新竹縣,44,"2026-03-23 01:00",μg/m3
新竹,新竹市,46,"2026-03-23 01:00",μg/m3
頭份,苗栗縣,42,"2026-03-23 01:00",μg/m3
苗栗,苗栗縣,42,"2026-03-23 01:00",μg/m3
三義,苗栗縣,22,"2026-03-23 01:00",μg/m3
豐原,臺中市,22,"2026-03-23 01:00",μg/m3
沙鹿,臺中市,45,"2026-03-23 01:00",μg/m3
大里,臺中市,29,"2026-03-23 01:00",μg/m3
忠明,臺中市,30,"2026-03-23 01:00",μg/m3
西屯,臺中市,31,"2026-03-23 01:00",μg/m3
彰化,彰化縣,30,"2026-03-23 01:00",μg/m3
線西,彰化縣,35,"2026-03-23 01:00",μg/m3
二林,彰化縣,35,"2026-03-23 01:00",μg/m3
南投,南投縣,29,"2026-03-23 01:00",μg/m3
斗六,雲林縣,35,"2026-03-23 01:00",μg/m3
崙背,雲林縣,29,"2026-03-23 01:00",μg/m3
大同,臺北市,19,"2026-03-23 01:00",μg/m3
松山,臺北市,18,"2026-03-23 01:00",μg/m3
新港,嘉義縣,26,"2026-03-23 01:00",μg/m3
朴子,嘉義縣,33,"2026-03-23 01:00",μg/m3
臺西,雲林縣,34,"2026-03-23 01:00",μg/m3
嘉義,嘉義市,40,"2026-03-23 01:00",μg/m3
新營,臺南市,29,"2026-03-23 01:00",μg/m3
善化,臺南市,30,"2026-03-23 01:00",μg/m3
安南,臺南市,34,"2026-03-23 01:00",μg/m3
臺南,臺南市,28,"2026-03-23 01:00",μg/m3
美濃,高雄市,18,"2026-03-23 01:00",μg/m3
員林,彰化縣,27,"2026-03-23 01:00",μg/m3
臺灣大道,臺中市,33,"2026-03-23 01:00",μg/m3
大城,彰化縣,52,"2026-03-23 01:00",μg/m3
富貴角,新北市,11,"2026-03-23 01:00",μg/m3
麥寮,雲林縣,40,"2026-03-23 01:00",μg/m3
關山,臺東縣,8,"2026-03-23 01:00",μg/m3
馬公,澎湖縣,13,"2026-03-23 01:00",μg/m3
金門,金門縣,21,"2026-03-23 01:00",μg/m3
馬祖,連江縣,15,"2026-03-23 01:00",μg/m3
橋頭,高雄市,33,"2026-03-23 01:00",μg/m3
仁武,高雄市,30,"2026-03-23 01:00",μg/m3
鳳山,高雄市,29,"2026-03-23 01:00",μg/m3
大寮,高雄市,24,"2026-03-23 01:00",μg/m3
林園,高雄市,24,"2026-03-23 01:00",μg/m3
楠梓,高雄市,21,"2026-03-23 01:00",μg/m3
左營,高雄市,27,"2026-03-23 01:00",μg/m3
前金,高雄市,28,"2026-03-23 01:00",μg/m3
前鎮,高雄市,24,"2026-03-23 01:00",μg/m3
小港,高雄市,23,"2026-03-23 01:00",μg/m3
屏東,屏東縣,21,"2026-03-23 01:00",μg/m3
潮州,屏東縣,16,"2026-03-23 01:00",μg/m3
恆春,屏東縣,5,"2026-03-23 01:00",μg/m3
臺東,臺東縣,5,"2026-03-23 01:00",μg/m3
埔里,南投縣,27,"2026-03-23 01:00",μg/m3
復興,高雄市,22,"2026-03-23 01:00",μg/m3
永和,新北市,17,"2026-03-23 01:00",μg/m3
竹山,南投縣,32,"2026-03-23 01:00",μg/m3
中壢,桃園市,42,"2026-03-23 01:00",μg/m3
三重,新北市,22,"2026-03-23 01:00",μg/m3
冬山,宜蘭縣,11,"2026-03-23 01:00",μg/m3
宜蘭,宜蘭縣,12,"2026-03-23 01:00",μg/m3
陽明,臺北市,20,"2026-03-23 01:00",μg/m3
古亭,臺北市,11,"2026-03-23 01:00",μg/m3
萬華,臺北市,14,"2026-03-23 01:00",μg/m3
中山,臺北市,18,"2026-03-23 01:00",μg/m3
士林,臺北市,24,"2026-03-23 01:00",μg/m3
淡水,新北市,22,"2026-03-23 01:00",μg/m3
林口,新北市,25,"2026-03-23 01:00",μg/m3
菜寮,新北市,17,"2026-03-23 01:00",μg/m3
新莊,新北市,18,"2026-03-23 01:00",μg/m3
板橋,新北市,16,"2026-03-23 01:00",μg/m3
土城,新北市,21,"2026-03-23 01:00",μg/m3
新店,新北市,16,"2026-03-23 01:00",μg/m3
汐止,新北市,17,"2026-03-23 01:00",μg/m3
基隆,基隆市,14,"2026-03-23 01:00",μg/m3
林森,臺南市,42,"2026-03-23 01:00",μg/m3
林森,臺南市,36,"2026-03-23 00:00",μg/m3
員林,彰化縣,31,"2026-03-23 00:00",μg/m3
臺灣大道,臺中市,31,"2026-03-23 00:00",μg/m3
大城,彰化縣,29,"2026-03-23 00:00",μg/m3
富貴角,新北市,10,"2026-03-23 00:00",μg/m3
麥寮,雲林縣,27,"2026-03-23 00:00",μg/m3
關山,臺東縣,6,"2026-03-23 00:00",μg/m3
馬公,澎湖縣,21,"2026-03-23 00:00",μg/m3
金門,金門縣,29,"2026-03-23 00:00",μg/m3
馬祖,連江縣,23,"2026-03-23 00:00",μg/m3
埔里,南投縣,25,"2026-03-23 00:00",μg/m3
復興,高雄市,23,"2026-03-23 00:00",μg/m3
永和,新北市,16,"2026-03-23 00:00",μg/m3
竹山,南投縣,28,"2026-03-23 00:00",μg/m3
中壢,桃園市,42,"2026-03-23 00:00",μg/m3
三重,新北市,20,"2026-03-23 00:00",μg/m3
冬山,宜蘭縣,11,"2026-03-23 00:00",μg/m3
宜蘭,宜蘭縣,10,"2026-03-23 00:00",μg/m3
陽明,臺北市,11,"2026-03-23 00:00",μg/m3
花蓮,花蓮縣,5,"2026-03-23 00:00",μg/m3
臺東,臺東縣,7,"2026-03-23 00:00",μg/m3
恆春,屏東縣,3,"2026-03-23 00:00",μg/m3
潮州,屏東縣,21,"2026-03-23 00:00",μg/m3
屏東,屏東縣,18,"2026-03-23 00:00",μg/m3
小港,高雄市,25,"2026-03-23 00:00",μg/m3
前鎮,高雄市,21,"2026-03-23 00:00",μg/m3
前金,高雄市,22,"2026-03-23 00:00",μg/m3
左營,高雄市,25,"2026-03-23 00:00",μg/m3
楠梓,高雄市,19,"2026-03-23 00:00",μg/m3
林園,高雄市,27,"2026-03-23 00:00",μg/m3
大寮,高雄市,27,"2026-03-23 00:00",μg/m3
鳳山,高雄市,26,"2026-03-23 00:00",μg/m3
仁武,高雄市,25,"2026-03-23 00:00",μg/m3
橋頭,高雄市,28,"2026-03-23 00:00",μg/m3
美濃,高雄市,13,"2026-03-23 00:00",μg/m3
臺南,臺南市,28,"2026-03-23 00:00",μg/m3
安南,臺南市,37,"2026-03-23 00:00",μg/m3
善化,臺南市,26,"2026-03-23 00:00",μg/m3
新營,臺南市,28,"2026-03-23 00:00",μg/m3
嘉義,嘉義市,35,"2026-03-23 00:00",μg/m3
臺西,雲林縣,27,"2026-03-23 00:00",μg/m3
朴子,嘉義縣,25,"2026-03-23 00:00",μg/m3
新港,嘉義縣,29,"2026-03-23 00:00",μg/m3
崙背,雲林縣,34,"2026-03-23 00:00",μg/m3
斗六,雲林縣,35,"2026-03-23 00:00",μg/m3
南投,南投縣,29,"2026-03-23 00:00",μg/m3
二林,彰化縣,29,"2026-03-23 00:00",μg/m3
線西,彰化縣,26,"2026-03-23 00:00",μg/m3
彰化,彰化縣,31,"2026-03-23 00:00",μg/m3
西屯,臺中市,27,"2026-03-23 00:00",μg/m3
忠明,臺中市,32,"2026-03-23 00:00",μg/m3
大里,臺中市,31,"2026-03-23 00:00",μg/m3
沙鹿,臺中市,23,"2026-03-23 00:00",μg/m3
豐原,臺中市,23,"2026-03-23 00:00",μg/m3
三義,苗栗縣,23,"2026-03-23 00:00",μg/m3
苗栗,苗栗縣,34,"2026-03-23 00:00",μg/m3
頭份,苗栗縣,35,"2026-03-23 00:00",μg/m3
新竹,新竹市,42,"2026-03-23 00:00",μg/m3
竹東,新竹縣,44,"2026-03-23 00:00",μg/m3
湖口,新竹縣,44,"2026-03-23 00:00",μg/m3
龍潭,桃園市,28,"2026-03-23 00:00",μg/m3
平鎮,桃園市,39,"2026-03-23 00:00",μg/m3
觀音,桃園市,33,"2026-03-23 00:00",μg/m3
大園,桃園市,29,"2026-03-23 00:00",μg/m3
桃園,桃園市,29,"2026-03-23 00:00",μg/m3
大同,臺北市,18,"2026-03-23 00:00",μg/m3
松山,臺北市,19,"2026-03-23 00:00",μg/m3
古亭,臺北市,18,"2026-03-23 00:00",μg/m3
萬華,臺北市,14,"2026-03-23 00:00",μg/m3
中山,臺北市,16,"2026-03-23 00:00",μg/m3
士林,臺北市,11,"2026-03-23 00:00",μg/m3
淡水,新北市,22,"2026-03-23 00:00",μg/m3
林口,新北市,19,"2026-03-23 00:00",μg/m3
菜寮,新北市,14,"2026-03-23 00:00",μg/m3
新莊,新北市,24,"2026-03-23 00:00",μg/m3
板橋,新北市,20,"2026-03-23 00:00",μg/m3
土城,新北市,21,"2026-03-23 00:00",μg/m3
新店,新北市,16,"2026-03-23 00:00",μg/m3
汐止,新北市,15,"2026-03-23 00:00",μg/m3
基隆,基隆市,16,"2026-03-23 00:00",μg/m3
林森,臺南市,29,"2026-03-22 23:00",μg/m3
員林,彰化縣,28,"2026-03-22 23:00",μg/m3
臺灣大道,臺中市,35,"2026-03-22 23:00",μg/m3
大城,彰化縣,31,"2026-03-22 23:00",μg/m3
富貴角,新北市,10,"2026-03-22 23:00",μg/m3
麥寮,雲林縣,24,"2026-03-22 23:00",μg/m3
關山,臺東縣,7,"2026-03-22 23:00",μg/m3
馬公,澎湖縣,12,"2026-03-22 23:00",μg/m3
金門,金門縣,20,"2026-03-22 23:00",μg/m3
馬祖,連江縣,20,"2026-03-22 23:00",μg/m3
埔里,南投縣,29,"2026-03-22 23:00",μg/m3
復興,高雄市,24,"2026-03-22 23:00",μg/m3
永和,新北市,21,"2026-03-22 23:00",μg/m3
竹山,南投縣,34,"2026-03-22 23:00",μg/m3
中壢,桃園市,41,"2026-03-22 23:00",μg/m3
三重,新北市,18,"2026-03-22 23:00",μg/m3
冬山,宜蘭縣,13,"2026-03-22 23:00",μg/m3
宜蘭,宜蘭縣,12,"2026-03-22 23:00",μg/m3
陽明,臺北市,14,"2026-03-22 23:00",μg/m3
花蓮,花蓮縣,8,"2026-03-22 23:00",μg/m3
臺東,臺東縣,8,"2026-03-22 23:00",μg/m3
恆春,屏東縣,1,"2026-03-22 23:00",μg/m3
潮州,屏東縣,18,"2026-03-22 23:00",μg/m3
屏東,屏東縣,20,"2026-03-22 23:00",μg/m3
小港,高雄市,26,"2026-03-22 23:00",μg/m3
前鎮,高雄市,16,"2026-03-22 23:00",μg/m3
前金,高雄市,21,"2026-03-22 23:00",μg/m3
左營,高雄市,22,"2026-03-22 23:00",μg/m3
楠梓,高雄市,27,"2026-03-22 23:00",μg/m3
林園,高雄市,16,"2026-03-22 23:00",μg/m3
大寮,高雄市,22,"2026-03-22 23:00",μg/m3
鳳山,高雄市,25,"2026-03-22 23:00",μg/m3
仁武,高雄市,26,"2026-03-22 23:00",μg/m3
橋頭,高雄市,25,"2026-03-22 23:00",μg/m3
美濃,高雄市,18,"2026-03-22 23:00",μg/m3
臺南,臺南市,23,"2026-03-22 23:00",μg/m3
安南,臺南市,35,"2026-03-22 23:00",μg/m3
善化,臺南市,29,"2026-03-22 23:00",μg/m3
新營,臺南市,30,"2026-03-22 23:00",μg/m3
嘉義,嘉義市,37,"2026-03-22 23:00",μg/m3
臺西,雲林縣,26,"2026-03-22 23:00",μg/m3
朴子,嘉義縣,29,"2026-03-22 23:00",μg/m3
新港,嘉義縣,25,"2026-03-22 23:00",μg/m3
崙背,雲林縣,33,"2026-03-22 23:00",μg/m3
斗六,雲林縣,36,"2026-03-22 23:00",μg/m3
南投,南投縣,30,"2026-03-22 23:00",μg/m3
二林,彰化縣,35,"2026-03-22 23:00",μg/m3
線西,彰化縣,29,"2026-03-22 23:00",μg/m3
彰化,彰化縣,31,"2026-03-22 23:00",μg/m3
西屯,臺中市,31,"2026-03-22 23:00",μg/m3
忠明,臺中市,29,"2026-03-22 23:00",μg/m3
大里,臺中市,31,"2026-03-22 23:00",μg/m3
沙鹿,臺中市,24,"2026-03-22 23:00",μg/m3
豐原,臺中市,20,"2026-03-22 23:00",μg/m3
三義,苗栗縣,20,"2026-03-22 23:00",μg/m3
苗栗,苗栗縣,37,"2026-03-22 23:00",μg/m3
頭份,苗栗縣,29,"2026-03-22 23:00",μg/m3
新竹,新竹市,47,"2026-03-22 23:00",μg/m3
竹東,新竹縣,38,"2026-03-22 23:00",μg/m3
湖口,新竹縣,44,"2026-03-22 23:00",μg/m3
龍潭,桃園市,38,"2026-03-22 23:00",μg/m3
平鎮,桃園市,37,"2026-03-22 23:00",μg/m3
觀音,桃園市,32,"2026-03-22 23:00",μg/m3
大園,桃園市,26,"2026-03-22 23:00",μg/m3
桃園,桃園市,32,"2026-03-22 23:00",μg/m3
大同,臺北市,18,"2026-03-22 23:00",μg/m3
松山,臺北市,16,"2026-03-22 23:00",μg/m3
古亭,臺北市,20,"2026-03-22 23:00",μg/m3
萬華,臺北市,18,"2026-03-22 23:00",μg/m3
中山,臺北市,21,"2026-03-22 23:00",μg/m3
士林,臺北市,12,"2026-03-22 23:00",μg/m3
淡水,新北市,21,"2026-03-22 23:00",μg/m3
林口,新北市,19,"2026-03-22 23:00",μg/m3
菜寮,新北市,17,"2026-03-22 23:00",μg/m3
新莊,新北市,23,"2026-03-22 23:00",μg/m3
